"X1","X2","component","subcomponent"
"14001",20.5260731401652,6.42311720271024,12,8
"14002",21.0298269455109,4.99625432097049,12,8
"14003",18.3821954773616,6.27135080892798,12,8
"14004",22.1974595309126,6.2158139869383,12,8
"14005",25.8158816087068,6.7426613783297,12,8
"14006",23.8065467210932,7.58978965532505,12,8
"14007",24.1988107449126,5.06380465783709,12,8
"14008",25.5302872743144,7.62125665136922,12,8
"14009",21.2275035122286,6.57521818664149,12,8
"14010",33.2118510199721,7.23324453514813,12,8
"14011",24.928666975861,4.77165445687368,12,8
"14012",22.9601778806339,7.91105031130591,12,8
"14013",22.7233513087441,5.60059116176796,12,8
"14014",25.5147351614821,7.93460841952878,12,8
"14015",23.5342970588637,4.98685288456356,12,8
"14016",17.0277464245689,2.80476058910618,12,8
"14017",23.9610145809612,5.43634292988417,12,8
"14018",21.1509619720298,7.29210362157412,12,8
"14019",23.120413504093,9.67318165090124,12,8
"14020",23.2433651799925,5.21599882567126,12,8
"14021",23.0567580544295,5.90153524230907,12,8
"14022",23.6274288543876,7.42131549881111,12,8
"14023",19.0082792724933,5.63489122281241,12,8
"14024",19.6095862770625,6.91446134631804,12,8
"14025",20.3866127246309,7.56812473337982,12,8
"14026",22.6292775126232,5.9709117174915,12,8
"14027",19.45089147205,6.99652647359926,12,8
"14028",20.104603752071,8.70061936188434,12,8
"14029",28.0503681761737,6.87788050374735,12,8
"14030",24.1376194647692,8.17879630764747,12,8
"14031",21.7342651692426,9.90237742143681,12,8
"14032",20.6101898492103,6.02555299585978,12,8
"14033",23.1340297798153,7.5082412934972,12,8
"14034",20.5682784174691,5.00154096128321,12,8
"14035",20.9487135866989,6.83574937081806,12,8
"14036",23.4628717806205,5.50228521945571,12,8
"14037",23.0188455589914,5.75142100062658,12,8
"14038",21.1173582429262,5.46355337227353,12,8
"14039",22.6823608393847,5.62875080001311,12,8
"14040",25.5634422005623,6.2920904773358,12,8
"14041",18.57715487595,7.54968784486879,12,8
"14042",27.3769664069747,8.16535563703849,12,8
"14043",17.6635253838468,3.89531594250313,12,8
"14044",26.5038634378861,5.91632764324182,12,8
"14045",19.8494890418796,5.86253357946729,12,8
"14046",23.3617727394384,6.50510443899037,12,8
"14047",20.460287908061,2.88612825407096,12,8
"14048",21.3795385990306,5.93777728343947,12,8
"14049",23.9421060252909,6.08546796156523,12,8
"14050",17.1809234871063,7.89731166695413,12,8
"14051",18.657251178669,9.14248582754849,12,8
"14052",18.4869063631771,2.63611189011219,12,8
"14053",22.2554630851573,6.82383333311409,12,8
"14054",22.8126155852301,5.5107597272463,12,8
