"X1","X2","component","subcomponent"
"14001",15.9259139566532,5.17989238960551,12,8
"14002",20.84328654861,7.78993369536701,12,8
"14003",20.4536708808513,10.3202064465425,12,8
"14004",24.2995488580157,6.07359663850225,12,8
"14005",19.414691661074,7.1214633557035,12,8
"14006",24.8388568027764,5.56671256791851,12,8
"14007",26.9414671855952,4.88932810008329,12,8
"14008",20.0011674640534,6.62567492298085,12,8
"14009",32.5126245490092,5.7760334613593,12,8
"14010",18.626827123948,10.0419241211014,12,8
"14011",24.1420370902206,3.60872278025957,12,8
"14012",17.7739627217565,7.80021155238306,12,8
"14013",23.3048234505274,8.51636498671862,12,8
"14014",14.0324909609435,6.32724393254233,12,8
"14015",16.5568918310247,4.83630740525684,12,8
"14016",16.4288011418158,7.47670694383222,12,8
"14017",20.1857626430952,5.19329861534353,12,8
"14018",25.0984977884864,6.70968471792362,12,8
"14019",22.7454832211408,5.15774724848318,12,8
"14020",18.261094995948,6.23344203799415,12,8
"14021",21.5427121816968,4.86049530681341,12,8
"14022",16.9782344139016,6.41147615970577,12,8
"14023",17.966294798139,8.07996410773559,12,8
"14024",16.1227803377321,5.14677505684855,12,8
"14025",20.9808249683177,6.45575875602118,12,8
"14026",25.6467942118524,7.13576958305615,12,8
"14027",25.2474521471827,8.50733166251903,12,8
"14028",21.9469929132037,9.02289236444922,12,8
"14029",27.4458973673515,4.93620411783713,12,8
"14030",23.3300507401422,6.88977032567793,12,8
"14031",21.3103555460551,5.87661596992067,12,8
"14032",17.7215749399061,5.23445184607994,12,8
"14033",26.7444131536191,7.49483301261665,12,8
"14034",17.8138879083949,4.80586157028196,12,8
"14035",22.972321529016,11.6306993929162,12,8
"14036",23.0546594462479,3.1014047199562,12,8
"14037",25.4746664198487,8.78794886060578,12,8
"14038",19.0729605703662,6.15811714689827,12,8
"14039",16.462748550542,9.67321159223757,12,8
"14040",21.4959146143929,7.93476242184153,12,8
"14041",21.6705539138945,7.47397409605833,12,8
"14042",20.9829083021809,6.45911900430002,12,8
"14043",25.1780012855699,1.93036947740246,12,8
"14044",23.6505286522632,8.08215863239515,12,8
"14045",19.7266395695765,5.15964818510349,12,8
"14046",23.8721896602532,7.4253986708125,12,8
"14047",23.0891867635517,6.77255230857569,12,8
"14048",28.1810979819036,7.16661368136782,12,8
"14049",21.5356141119863,10.2107103572864,12,8
"14050",24.0141097532901,3.82606192491124,12,8
"14051",22.7558769519723,4.55654898501994,12,8
"14052",22.3738942904474,7.15668853617004,12,8
"14053",21.5731783606437,6.53975257055252,12,8
"14054",18.5823220332237,6.49890289842813,12,8
"14055",19.1609106581211,6.44467616444475,12,8
"14056",25.6468446942791,8.11980601009471,12,8
"14057",19.2435364204974,6.82643919954573,12,8
"14058",24.1600334613379,5.61535217402426,12,8
"14059",20.5721196870382,5.61468966120307,12,8
"14060",14.6092124446813,6.15450852154122,12,8
"14061",26.7726208901143,6.5085093563612,12,8
"14062",18.4024647210044,3.80846487289247,12,8
"14063",20.2607507609151,4.13963993359623,12,8
"14064",29.3340735852872,5.06480868599293,12,8
"14065",21.8624748493009,7.93250957931812,12,8
"14066",24.4685373834824,8.31262327469616,12,8
"14067",22.5607529363556,6.1749092145131,12,8
"14068",19.7219421874582,6.97951044503269,12,8
"14069",23.7655374319839,5.69128328682674,12,8
"14070",27.8545891407742,7.10143368550276,12,8
"14071",21.490804484939,7.64575568224837,12,8
"14072",25.6829462789833,8.16305189198342,12,8
"14073",16.2387500623273,6.87027824250297,12,8
"14074",20.3557189877068,8.21238797638325,12,8
"14075",19.5125705997074,5.69364961976567,12,8
"14076",24.0553100755047,2.68140402602714,12,8
"14077",16.3449515924551,7.03215663406113,12,8
"14078",25.3532678536268,4.61298909979705,12,8
"14079",28.3230180809412,5.87423144692879,12,8
"14080",18.0530038421184,7.88430375473537,12,8
"14081",21.4955133819008,4.13460079577799,12,8
"14082",23.2164455124101,4.61909404791534,12,8
"14083",32.4733564923196,7.01740845204629,12,8
"14084",22.4440225631265,7.22229438535734,12,8
"14085",20.8756622831936,8.16542722620432,12,8
"14086",21.537468969634,4.68688995861694,12,8
"14087",19.5628827232532,3.61347092146056,12,8
"14088",18.8132345750667,5.53904722771253,12,8
"14089",22.7246042680905,12.8036120065993,12,8
"14090",21.6857911643125,3.80457557744502,12,8
"14091",20.5687205623077,7.67056280566993,12,8
"14092",16.4146647909947,5.64458319186234,12,8
"14093",21.8954678987982,8.04859465076311,12,8
